Drug	Target
DB01223	ADORA1
DB01352	GRIK2
DB00611	OPRD1
DB00455	CYP3A4
DB08513	INSR
DB01588	CYP3A4
DB06203	DPP4
DB00762	UGT1A1
DB01255	SLC6A3
DB01437	CYP11A1
DB01752	PRMT3
DB04643	PYGM
DB04941	ANO1
DB08864	CYP2B6
DB00466	GABRA1
DB00635	CYP2C19
DB00958	SOD1
DB00794	CYP2C9
DB04185	OTC
DB01137	TOP2A
DB01159	GABRA6
DB00139	OXCT1
DB05798	PRKAR2A
DB05266	PDE4A
DB06899	REN
DB07286	AR
DB05475	TLR2
DB00683	GABRQ
DB01021	CA1
DB00153	VDR
DB03664	CMPK1
DB00475	GABRA2
DB06287	CYP3A4
DB06148	DRD3
DB07135	DPP4
DB01221	OPRD1
DB02007	PYGM
DB01589	CYP2C19
DB00472	CYP2C19
DB00770	PTGER2
DB01355	CYP1A2
DB08809	PDK1
DB01054	CACNA1S
DB01215	GABRA6
DB03894	MAOB
DB00142	GOT2
DB08674	FNTA
DB01055	TYR
DB06777	NR1H4
DB04315	RAB11A
DB00334	GABRG1
DB00463	CHRNA4
DB00709	NT5C
DB00241	GABRA4
DB04387	REN
DB00823	ESR1
DB00935	ADRA1A
DB00999	CA4
DB01030	TOP1
DB08355	CCNA2
DB00829	CYP3A5
DB07485	ESRRG
DB02096	ADA
DB08818	HAPLN4
DB03849	PDE4D
DB01075	CYP2D6
DB03512	RNASE1
DB00668	ADRA1A
DB00540	CHRM5
DB08893	BCHE
DB04141	ABO
DB00548	SRD5A2
DB00224	CYP3A5
DB01765	CSNK2A1
DB00589	ADRA2B
DB00755	NR0B1
DB04544	PYGM
DB08019	NOS1
DB00242	PNP
DB00342	CYP2C9
DB00589	CYP3A4
DB04868	CYP2D6
DB01049	HTR4
DB00171	AMHR2
DB00231	GABRA4
DB01791	PDE4D
DB07613	HPGDS
DB06637	KCNA6
DB03796	CYP2C8
DB00745	ADRA1B
DB00617	CYP2C9
DB03127	CSNK2A1
DB01704	CTRB1
DB00651	ADORA1
DB07522	F2
DB01564	AR
DB00122	ACHE
DB00025	MCFD2
DB01785	FDPS
DB00114	GAD1
DB00313	CYP2A6
DB01076	CYP2C9
DB05892	NGF
DB01149	SLC6A2
DB00363	DRD3
DB00421	AR
DB00142	SLC25A18
DB07546	CSNK2A2
DB00433	CYP2D6
DB00150	WARS
DB03191	MAT1A
DB04799	CYC1
DB05470	IL1B
DB00852	IL2
DB00381	CYP2B6
DB08815	HTR7
DB07377	METAP2
DB06919	F2
DB08182	CCNA2
DB01594	GABRR2
DB00201	ITPR1
DB00312	GABRB2
DB00531	CYP2C19
DB00869	CA2
DB00231	GABRA6
DB00543	GABRA5
DB00360	PTGS2
DB04216	HCK
DB00435	ALDH2
DB00231	GABRG3
DB00347	CYP2C9
DB00199	CYP3A4
DB02527	HCN2
DB07540	CDK2
DB00039	FGFR3
DB01017	ALOX5
DB00005	TNFRSF1B
DB00227	HMGCR
DB03044	MAPK14
DB04841	CYP1A1
DB00773	CYP1A2
DB05072	TACR1
DB00322	TYMS
DB07364	CDK5R1
DB00683	GABRA6
DB00458	HTR1A
DB00988	DRD5
DB01159	GLRA1
DB00601	MAOB
DB02827	PTPN1
DB01189	GABRA4
DB00908	CYP2D6
DB00929	PTGER3
DB02850	HPD
DB00501	FMO3
DB07016	F2
DB01420	UGT1A1
DB03307	CDK2
DB07815	AADACL2
DB03144	NOS1
DB06016	CYP2D6
DB06878	F2
DB02309	HPRT1
DB08486	HBA2
DB09075	F10
DB00116	MTHFD1
DB04867	CCKAR
DB00363	CHRM1
DB02545	NR1H4
DB00425	CYP3A7
DB01439	OPRM1
DB08464	HSP90AB1
DB04953	UGT1A3
DB06288	HTR7
DB01346	KCNK1
DB04794	CYP19A1
DB04462	CSNK2A1
DB00172	P4HA1
DB01594	GABRD
DB01183	OPRK1
DB02692	NOS2
DB02032	ACE
DB01520	GRIN3A
DB02705	PLAU
DB04859	ACHE
DB08141	CDK2
DB07161	JAK2
DB07954	PDE8A
DB03577	ACPP
DB01694	ATP6V1C1
DB01623	CYP2D6
DB04707	PKIA
DB00100	F8
DB00145	GCAT
DB00371	GABRB2
DB06144	ADRA1A
DB00248	HTR2C
DB04871	CYP3A4
DB04151	ACTA1
DB06216	ADRA2B
DB01233	CYP11B1
DB08690	UQCRC2
DB00097	FSHR
DB08057	LCK
DB07844	F10
DB00751	HRH1
DB01496	GABRA1
DB01197	MMP9
DB00188	CYP2D6
DB01388	CACNA1D
DB07919	MAOA
DB00809	CHRM3
DB00934	CHRM2
DB06414	CYP2C19
DB00851	CYP1A2
DB00157	LDHA
DB00980	CYP2C19
DB01863	PLEKHA4
DB04739	SRC
DB00289	GRIN2B
DB04855	ADRA1B
DB01118	CYP3A4
DB00263	CYP2C9
DB00805	CYP2D6
DB00996	GRIN3A
DB01392	KCNJ11
DB00543	HTR2A
DB06271	SERPIND1
DB00297	CYP2D6
DB00121	MCCC2
DB00526	CYP1A2
DB00661	CACNA1D
DB01248	MAPT
DB03240	GRIA2
DB07165	F2
DB03243	PRSS1
DB00628	GABRP
DB00590	ADRA1A
DB00945	RPS6KA3
DB00951	CYP2D6
DB01601	CYP2C9
DB02116	CDK5
DB06785	GNRHR
DB04953	CYP2A6
DB07617	CYP2A6
DB03032	GSTM4
DB02652	CPA1
DB01166	PDE3A
DB05190	RAF1
DB08231	INS
DB06603	CYP2D6
DB01472	SLC6A3
DB00376	CHRM1
DB02506	PPP1CA
DB08114	PKIA
DB00493	SLC22A6
DB00908	KCNK6
DB02659	FABP6
DB01589	GABRR3
DB02983	ESR2
DB00659	GRIN2A
DB07356	DPP4
DB04630	CYP11B1
DB00200	MMACHC
DB01186	ADRA2B
DB02379	SFTPD
DB03697	CA2
DB00182	ADRB3
DB00805	HTR2B
DB00073	FCGR3B
DB00869	CYP3A4
DB01159	GRIN3A
DB04216	CYP2C8
DB00876	CYP2C9
DB01595	GABRD
DB04695	GGPS1
DB01483	GRIK2
DB05364	CCL3
DB00898	CYP4A11
DB00829	GABRR3
DB02258	RARG
DB01221	HTR2B
DB00091	CYP2C8
DB01184	CYP3A7
DB00334	GABRG3
DB06216	ADRB1
DB08233	CDK2
DB01268	CYP3A7
DB00134	MTR
DB02181	NME1
DB00240	CYP3A4
DB01026	CYP21A2
DB08897	CHRM3
DB00342	CHRM3
DB01595	CYP3A4
DB00110	C1QA
DB08694	CDK2
DB01708	CYP3A7
DB06589	FGF1
DB00694	CYP3A5
DB01218	CYP3A4
DB06144	KCNH2
DB00143	HAGH
DB00188	PSMD1
DB00255	CYP2A6
DB00273	CA4
DB00575	CYP2D6
DB00070	TGFB1
DB03925	ELANE
DB04622	QPCT
DB09076	CHRM1
DB00216	CYP2C19
DB00712	UGT1A1
DB06719	GNRHR
DB00404	GABRB1
DB00289	CYP3A4
DB04938	CYP3A4
DB06216	CYP3A4
DB06274	OPRD1
DB08892	GABBR1
DB00960	HTR1B
DB06016	DRD3
DB00208	CYP1A2
DB09202	ADRA2A
DB01363	SLC18A1
DB05047	BDNF
DB02720	PYGM
DB04018	NOS3
DB05448	TXNRD1
DB00054	ITGA2B
DB01128	CYP3A4
DB01142	CYP2C9
DB05219	PDE4C
DB00145	GRIN3B
DB08503	PYGM
DB02910	ACADM
DB01215	GABRA1
DB00675	CYP19A1
DB07573	BACE1
DB02449	MMP3
DB08594	CTSK
DB06678	ADRA2A
DB01173	GRIN2D
DB05764	BCL2L2
DB01571	OPRM1
DB01035	CYP2D6
DB01411	RNASE3
DB01854	ART1
DB04166	DAO
DB04395	PFKFB4
DB00283	CYP2D6
DB00568	CHRM2
DB00142	AASS
DB03217	SRC
DB00857	CYP1A2
DB00544	MTHFR
DB07678	NCOA2
DB01023	CYP2C9
DB00631	DCK
DB00795	CHUK
DB01169	MAPK1
DB00227	CYP2D6
DB00325	NPR1
DB00074	C1S
DB08643	MMP3
DB00127	SMOX
DB08309	CCNA2
DB08350	ABL1
DB06151	IKBKB
DB01559	GABRB3
DB08883	CYP3A5
DB00402	TSPO
DB01406	ESR1
DB07117	MMP9
DB00056	CD33
DB02482	S100A11
DB08618	IGHG2
DB00189	GABRA4
DB01361	CYP3A4
DB09570	CYP2D6
DB00848	ALPG
DB00755	CYP2C18
DB00626	A2M
DB07687	CDK2
DB00418	CHRNA7
DB00157	IMPDH2
DB02483	LDHA
DB01435	CYP1A2
DB00157	AOX1
DB00926	RXRB
DB00797	ADRA1A
DB03880	MMP12
DB08846	CA3
DB00795	PTGS1
DB02472	ADA
DB08138	CDK2
DB04522	SERPINB3
DB08047	NCOA2
DB00372	DRD1
DB00909	CA12
DB00543	CHRM1
DB00051	FCGR3A
DB00408	HTR1E
DB04957	CYP3A5
DB00114	PLPBP
DB04395	IGF1R
DB00688	UGT1A7
DB01008	GSTA2
DB01196	ESR1
DB00005	FCGR3B
DB00130	TGM5
DB03020	ADH1C
DB05122	ITGB4
DB00126	P4HA1
DB00396	CYP17A1
DB00967	HRH1
DB01977	PLAU
DB08231	FKBP1A
DB00163	PRKCA
DB00607	CYP1A2
DB04674	EDNRA
DB01621	CYP2D6
DB01107	GABRB3
DB00257	CYP2B6
DB00655	CYP4A11
DB08813	SERPINC1
DB07279	F2
DB00118	CYP2E1
DB04315	TGM2
DB08157	CA2
DB00898	CHRNB3
DB00273	CYP3A4
DB00398	CYP1A2
DB02432	SRC
DB03955	MAN2A1
DB04315	RHEB
DB05045	NPY2R
DB05241	PIK3CD
DB04948	ADRA2A
DB08804	AR
DB00277	PDE4A
DB04315	GNAT1
DB05268	RAF1
DB00683	GABRB2
DB03147	GFER
DB01536	HSD3B1
DB03796	PPT1
DB05461	ADRA2C
DB08217	EIF4E
DB00002	FCGR2B
DB00099	ELANE
DB00126	SLC23A1
DB00491	AMY2A
DB02044	NOS1
DB00188	PSMB5
DB01558	GABRP
DB04149	PDE4D
DB00745	CYP2C9
DB06203	CYP2D6
DB08020	ESR1
DB08294	IGHG1
DB02292	CA2
DB04946	DRD1
DB07152	TGFBR1
DB01142	ADRA1D
DB00500	PTGS1
DB06148	HTR7
DB00570	TUBG1
DB00035	AVPR2
DB04864	ACHE
DB00459	RXRA
DB01068	GABRG3
DB08673	CDK2
DB04573	ESR2
DB00231	GABRE
DB04272	MIF
DB08300	PIK3CG
DB00334	GABRA1
DB03783	CYP3A4
DB00491	GAA
DB01079	HTR2A
DB01179	TOP2A
DB04716	JAK1
DB00508	CHRM1
DB06176	CYP3A5
DB00717	CYP3A4
DB00143	MGST1
DB07249	EPHB4
DB00477	DRD5
DB08828	CYP2C9
DB09016	HRH1
DB00543	ADRA1A
DB00157	ADH4
DB04953	UGT1A9
DB00171	ACVR1B
DB01267	CYP3A5
DB00475	GABRP
DB06908	NCOA1
DB02166	ACHE
DB00083	SNAP25
DB00248	HTR1D
DB08838	CACNA1B
DB00714	ADRA2A
DB01176	SULT1E1
DB04152	GRIA2
DB06738	PTGS1
DB07385	NQO1
DB07996	PRKACA
DB01805	PRSS1
DB02383	AKR1B10
DB05109	CYP3A4
DB00368	ADRA1A
DB01173	CYP2B6
DB08437	RPL23
DB00926	RARG
DB01175	SLC6A3
DB00145	BAAT
DB00408	DRD2
DB00701	CYP2C19
DB00483	CHRNA2
DB00073	MS4A1
DB00391	DRD2
DB01723	FKBP1A
DB07459	MAPK14
DB08900	GLP2R
DB01969	CS
DB00945	PRKAG1
DB07933	ESR1
DB01363	ADRA2A
DB00599	GABRA5
DB08251	CASP3
DB00675	CYP2C9
DB04407	CDK2
DB00921	CYP2C19
DB07058	GSK3B
DB00625	CYP2C19
DB07345	BACE1
DB00189	GABRB1
DB00696	ADRA2A
DB05651	HDAC3
DB03461	ME1
DB00075	FCGR3B
DB00421	CACNA1G
DB08184	PRSS1
DB01303	PDE3A
DB01696	PYGL
DB00334	ADRA2A
DB08217	CEACAM5
DB01238	CYP3A4
DB01098	CYP3A4
DB01245	BCHE
DB00477	CYP1A2
DB00675	PRKCI
DB04849	KDR
DB00157	NDUFAB1
DB00926	CYP26A1
DB01021	CA4
DB00457	KCNH6
DB05229	PTGIR
DB00104	SSTR2
DB01238	ADRA1B
DB03368	MMP3
DB00280	KCND2
DB00130	GMPS
DB07636	UQCR10
DB01821	NOS3
DB04315	ARF1
DB00515	MT1A
DB00927	CYP2C19
DB05289	IKBKG
DB00856	BCHE
DB00391	BCHE
DB00872	AVPR2
DB01093	CYP2C19
DB03088	TFF2
DB00778	CYP1A2
DB00816	ADRB2
DB04946	HTR7
DB00107	OXTR
DB08128	PNMT
DB08901	TEK
DB00884	FDPS
DB03067	PYGM
DB04331	KIF11
DB07665	F2
DB09280	CYP2B6
DB04478	SORD
DB05215	INSR
DB00231	CYP2B6
DB00073	C1QA
DB00039	NRP1
DB00135	TH
DB01076	CYP2B6
DB08021	MAPK10
DB00071	IDE
DB05203	REN
DB00543	HTR2B
DB00157	NDUFV1
DB01595	SCN1A
DB04395	MAPK12
DB06016	HRH1
DB00028	FCGR2A
DB01401	PTGS2
DB06151	GRIN2A
DB00126	OGFOD2
DB07658	F2
DB00466	GLRA2
DB00749	UGT2B7
DB01142	HTR2B
DB00568	CHRM5
DB01628	CYP2C9
DB04395	GALK1
DB05316	HTR2A
DB03147	ACADM
DB07632	CA2
DB01278	RAMP1
DB00056	C1S
DB00056	FCGR2B
DB00343	CYP2C19
DB01589	GABRD
DB01023	CACNA1C
DB02709	PTGS2
DB08801	HRH1
DB00582	FMO1
DB01621	HTR2A
DB01079	CYP2C8
DB05308	TYMS
DB07393	GSR
DB01544	CYP2B6
DB03585	PLA2G2E
DB00493	SLC22A7
DB00829	GABRG3
DB01201	CYP3A4
DB08330	UQCRFS1
DB00925	CYP3A4
DB01851	IGKC
DB01840	ISYNA1
DB08814	NOS2
DB00340	CHRM5
DB01212	SLC22A6
DB00312	GABRG1
DB06987	PLA2G2E
DB01041	CYP2C19
DB00171	ABCA1
DB00543	GABRA6
DB01025	S100A13
DB04464	MT-CO3
DB00095	ITGAL
DB03247	RFK
DB01346	SCN5A
DB01010	BCHE
DB01972	DLG4
DB00614	MAOB
DB00368	ADRA2A
DB00321	SLC6A2
DB03137	HSP90AA1
DB01234	CYP2E1
DB08846	CYP2E1
DB00321	KCND2
DB00852	ATF6
DB03120	CTSH
DB03909	PGK1
DB01209	OPRM1
DB00401	CYP1A2
DB04585	ARG1
DB08183	JAK3
DB05271	DRD1
DB00139	SDHB
DB00157	NDUFA1
DB00237	GABRA6
DB00471	ALOX5
DB04224	PMP2
DB05120	INSR
DB00786	MMP12
DB00157	NDUFC1
DB00539	ESR1
DB03144	ARG1
DB06884	NRIP1
DB03435	B3GAT3
DB01227	CHRNA3
DB00185	CHRM1
DB05234	AR
DB00528	CYP2D6
DB00714	DRD1
DB00158	MTHFR
DB00238	CYP2B6
DB03556	CBR1
DB04315	ARL3
DB00309	TUBB1
DB08896	ABL1
DB01006	CYP2A6
DB01353	CHRNA7
DB07023	F11
DB00159	PTGS2
DB01110	KCNMA1
DB00143	GSTP1
DB00762	BCHE
DB03510	ADSSL1
DB00111	FCGR2A
DB00914	CYP2D6
DB04214	ACP1
DB00897	GABRA3
DB00358	HBA2
DB01075	CYP2B6
DB01393	PPARG
DB00298	ADRA1A
DB00321	ADRA2A
DB06909	PDE4B
DB09128	DRD2
DB00829	GABRG2
DB00714	HTR2B
DB06148	SLC6A3
DB00675	CYP3A4
DB00530	CYP2D6
DB00115	MMACHC
DB00246	CYP3A5
DB00972	CYP3A4
DB02845	BCHE
DB00102	PDGFRB
DB03153	HPRT1
DB00897	GABRG2
DB00811	ADK
DB00604	CYP3A4
DB03115	MAP2K1
DB00712	UGT2B4
DB03127	ATOX1
DB01645	CYP1A2
DB00321	ADRA1D
DB08867	NR3C1
DB00973	ANPEP
DB00705	CYP3A7
DB01075	CYP2C19
DB00463	GABRE
DB01114	CYP2D6
DB07841	RABGGTB
DB08690	UQCR10
DB01049	HTR3E
DB01136	ADRB1
DB08296	IGHG1
DB00312	GABRA2
DB00720	SLC25A5
DB01628	CYP2C19
DB05104	OPRK1
DB00514	OPRM1
DB07841	FNTB
DB00555	UGT1A4
DB04673	F10
DB07396	PYGL
DB04868	CYP3A4
DB00721	KCNMB2
DB01437	GABRA2
DB08860	CYP2C8
DB00126	P3H2
DB03154	PTPN1
DB08896	BRAF
DB02761	TST
DB00381	CYP2D6
DB08073	GSK3B
DB06603	HDAC6
DB07720	CHRFAM7A
DB01131	CYP3A4
DB00334	HTR3A
DB04884	HTR1B
DB08378	MYL12A
DB05492	OPRM1
DB00599	CHRNA7
DB01001	CYP3A4
DB00142	GRIK2
DB00531	CYP2C18
DB01028	GABRB1
DB08846	CA2
DB01205	GABRG2
DB09074	CYP3A4
DB00532	SCN5A
DB01156	CYP3A4
DB08409	IGHG2
DB00945	CYP2C19
DB02325	GDF5
DB08430	LCTL
DB01119	ATP1A1
DB00715	CHRM4
DB00139	ALDH5A1
DB00393	CACNB2
DB00415	TEK
DB00397	ADRB2
DB00909	CA10
DB02492	MAN2A1
DB02497	ANXA5
DB08235	ARPC4
DB00374	PPARD
DB00866	ADRB1
DB00317	CYP1A1
DB00030	IGFBP7
DB00458	CHRM5
DB00051	FCGR3B
DB00215	CHRM1
DB01120	VEGFA
DB08881	CYP2D6
DB07394	ATP5F1A
DB00448	CYP1A1
DB01263	CYP3A4
DB00020	IL3RA
DB00966	PPARG
DB01717	AK1
DB05032	HRH4
DB05342	HMGCR
DB06725	PTGS1
DB02834	AKR1B1
DB04522	PIM1
DB03963	XRCC4
DB00197	UGT1A1
DB00368	CYP1A2
DB00741	CYP3A5
DB00433	CYP3A4
DB00751	CYP2B6
DB01047	SMO
DB00533	CYP2C9
DB04272	TNFSF13B
DB00119	ABAT
DB04395	MAPK10
DB00392	CHRM2
DB06803	CYP1A2
DB00421	CACNG1
DB07082	NR1H2
DB00316	UGT1A1
DB01202	SV2A
DB01023	CYP3A4
DB00277	ADORA1
DB01242	HTR2B
DB04447	GSTZ1
DB06833	ESRRA
DB00182	DRD2
DB08236	ACTR2
DB08399	ATP5F1A
DB01118	KCNH2
DB05190	BRAF
DB00705	CYP2C19
DB01409	CHRM3
DB07691	PPARD
DB08360	CSNK2A1
DB02859	ACACB
DB04307	MAOB
DB04464	COX5A
DB04873	HTR4
DB00918	CYP2C19
DB00972	CYP1A1
DB00268	CYP1A2
DB01186	DRD1
DB00312	GABRA6
DB07768	AKR1C2
DB00092	C1QB
DB03856	ODC1
DB07761	CDK2
DB01338	CHRNA2
DB07863	RXRA
DB00156	TARS2
DB08305	GRIA2
DB07054	CDK2
DB00351	NR3C1
DB00873	NR3C1
DB00503	CYP2D6
DB03981	ANXA5
DB00819	CA3
DB03685	B4GALT1
DB03383	PYGM
DB08178	CDK2
DB06916	NOS2
DB01229	BCL2
DB00421	CACNA1A
DB00458	DRD1
DB01412	CYP1A2
DB02029	EPHX2
DB02733	CDK2
DB07763	UQCR11
DB07001	NOS3
DB00544	CYP2C9
DB00999	KCNMA1
DB00503	CYP3A4
DB01285	CRH
DB06663	SSTR1
DB00540	ADRA1B
DB02326	MMP8
DB08864	CYP1A2
DB07400	F2
DB00752	MAOB
DB00903	ATP1A1
DB00248	DRD1
DB01396	ATP1A1
DB02510	EPRS
DB05227	HTR2A
DB00321	CYP3A5
DB00567	CYP3A4
DB01254	FMO3
DB03953	NOS2
DB06855	PLAU
DB01085	CHRM3
DB08899	CYP2B6
DB01085	CYP2A6
DB00526	GSTP1
DB00477	HTR1A
DB00659	GABRP
DB00228	GABRA4
DB01397	PTGS2
DB03663	CDK2
DB09280	CYP2C9
DB01363	ADRA2B
DB00343	CYP3A5
DB00641	CYP3A7
DB00248	HTR1B
DB00559	EDNRA
DB00338	CYP2C9
DB07335	PIK3CG
DB04461	UROD
DB00368	ADRA1D
DB00171	ABCC8
DB01229	MAP4
DB00396	CYP3A5
DB07520	CTSS
DB02998	PGR
DB01741	PRSS1
DB04577	DPP4
DB00157	NDUFA6
DB06708	CYP3A4
DB06712	CACNA2D3
DB00753	GABRP
DB00842	GABRA4
DB00246	CHRM1
DB07005	F2
DB08118	GCK
DB01007	CYP2C8
DB00763	CYP2E1
DB03501	GALE
DB00095	FCGR3A
DB00160	AARS
DB04114	ACHE
DB05109	CYP2C9
DB00201	PDE6A
DB01224	HTR1D
DB00818	GABRQ
DB08916	EGFR
DB06589	CYP2D6
DB01295	ADRA1A
DB00155	DDAH1
DB00462	CHRM1
DB03367	MMP12
DB05147	TUBB3
DB00363	HTR3A
DB07993	BACE1
DB02315	HCN2
DB00171	ABCC2
DB08703	MAP3K9
DB01888	CDK2
DB00171	ARAF
DB00228	GABRP
DB09202	ADRA1D
DB00857	PTGS1
DB05255	ADGRF1
DB05838	AVPR2
DB00688	UGT1A1
DB00818	CYP2D6
DB04068	NME1
DB04549	CA2
DB08515	PSMA5
DB03083	CSNK1G2
DB00647	OPRK1
DB00988	SLC6A2
DB00980	MTNR1B
DB03796	RHO
DB01624	DRD1
DB01228	CYP2D6
DB02059	EEF2
DB07780	FNTA
DB00069	IFNAR1
DB08875	RET
DB00241	GABRQ
DB02185	LCTL
DB08293	HSP90AB1
DB00804	CYP1A1
DB07231	CTSB
DB07376	F7
DB01233	CYP11B2
DB02999	GRIK2
DB04077	NAGA
DB06637	KCNB1
DB00936	PTGS1
DB00571	CYP1A2
DB07931	AKR1C1
DB00118	MAT2A
DB03471	PLA2G2A
DB08084	AKR1B1
DB03587	PLA2G1B
DB06616	MAP2K2
DB03147	TXNRD1
DB03150	DTYMK
DB03439	AMY2A
DB00321	CYP2E1
DB08236	ARPC4
DB00752	CYP2C19
DB09053	CYP3A5
DB00753	GABRG3
DB00769	CYP3A4
DB03683	MMP9
DB04472	LGALS9
DB06663	SSTR3
DB01406	AR
DB00599	CHRNA4
DB03608	PRDX5
DB01381	CYP2C9
DB01919	PRKACA
DB06764	ADRA1A
DB00408	DRD4
DB00292	GABRG1
DB02118	MMP12
DB07234	MAPKAPK2
DB02714	RNASE1
DB08690	UQCRB
DB08229	CASP3
DB00328	PPARA
DB00938	CYP3A5
DB00408	HRH4
DB04395	ACTA1
DB01216	SRD5A1
DB00139	TMLHE
DB00013	SERPINE1
DB00108	FCGR2B
DB00188	PSMB6
DB01224	HTR1B
DB01624	HTR2A
DB00294	ESR1
DB06096	HTR1D
DB02350	MMP3
DB00668	PAH
DB00014	LHCGR
DB00111	FCGR3B
DB01049	GABRA4
DB04855	CACNA1C
DB00111	IL2RB
DB01184	CYP1A2
DB01124	KCNJ1
DB00074	C1QB
DB00475	GABRA6
DB00231	GABRA2
DB00157	HPGD
DB01998	SERPINA1
DB02494	RPL8
DB00143	GSTK1
DB06603	HDAC1
DB00081	FCGR2A
DB05785	RARB
DB00425	GABRA1
DB00171	PRKAA1
DB02795	PLA2G2E
DB00452	CXCR4
DB00285	SLC6A2
DB01625	CHRM3
DB00162	DHRS4
DB00056	C1QC
DB00708	OPRK1
DB01054	CYP3A4
DB01353	GABRA1
DB02774	ARF1
DB03615	P4HB
DB07091	F2
DB02644	NOS1
DB05271	DRD4
DB00245	CYP2D6
DB00120	FARS2
DB00515	CYP2B6
DB00424	CHRM1
DB03959	ANXA5
DB00540	CHRM4
DB00598	ADRA1A
DB00013	NID1
DB00499	CYP2C19
DB07144	DHFR
DB08285	CCNA2
DB01426	CYP2D6
DB07627	CAPN1
DB05137	CHRNA10
DB00133	SRR
DB00721	KCNMB4
DB06822	ITGA4
DB03121	PLA2G2A
DB01233	DRD2
DB07453	CYP1A2
DB01189	GLRA1
DB07707	ESR1
DB01115	CYP1A1
DB00611	OPRM1
DB07801	AURKA
DB02277	MAPK14
DB04868	CYP2C8
DB08790	HPGDS
DB00297	CYP3A4
DB04961	DCK
DB00055	F2
DB00125	ASL
DB00142	GRIA3
DB00714	HTR2A
DB00122	BCHE
DB00425	GABRA2
DB01191	SLC6A4
DB01221	PTGS1
DB05417	GLRA1
DB05578	KDR
DB00114	SDS
DB01407	ADRB3
DB07853	CAMK2D
DB03977	CYCS
DB00216	HTR1F
DB08222	CLPS
DB00455	CYP2C19
DB03781	ACACB
DB01174	CYP2B6
DB00157	AMT
DB00277	PDE3A
DB00494	UGT1A9
DB01370	ATP1A1
DB00157	LDHAL6B
DB00231	GABRA5
DB01026	CYP3A7
DB01094	SOAT2
DB08378	MYH7
DB01752	TRDMT1
DB01558	GABRA3
DB00184	CYP2A6
DB04855	CACNB1
DB01198	CYP2C9
DB02479	CA2
DB03129	PRSS3
DB02989	PRSS1
DB01296	CYP2C19
DB00142	PFAS
DB04098	PRKACA
DB00111	FCGR2B
DB01065	CYP1B1
DB00036	F3
DB00675	FMO1
DB00788	PTGS1
DB02852	GRIK2
DB00753	GABRA2
DB00907	CHRM1
DB02325	PRDX6
DB07374	RPL26L1
DB00884	PTGS2
DB00193	HTR2C
DB00131	ADK
DB07031	RARG
DB00001	F2
DB08532	CDK2
DB00419	UGCG
DB00898	CHRNA6
DB00678	CYP2C19
DB06702	CHRM1
DB07119	ESR2
DB01559	GABRA3
DB00854	OPRK1
DB08129	PNMT
DB04920	CACNA1D
DB03192	HSD17B4
DB00574	HTR2C
DB07129	PLAU
DB00078	FCGR3A
DB00818	FAAH
DB08232	F7
DB00142	SLC7A11
DB02360	CTSG
DB08895	CYP3A4
DB02611	PRKACA
DB00622	CYP3A5
DB00312	CYP2C19
DB00647	CYP3A4
DB00398	CYP3A7
DB00847	SST
DB00898	GABRG3
DB08807	HTR1A
DB08611	CTSS
DB04335	XDH
DB00604	HTR2A
DB00454	SLC6A2
DB05004	NPY1R
DB08492	ALOX15
DB00709	PCYT1A
DB01043	GRIN3A
DB01160	PTGIR
DB01233	CYP2D6
DB08186	KAT2B
DB00188	PSMB7
DB00130	CTPS1
DB00799	CYP2C8
DB00157	QDPR
DB01559	CYP3A4
DB01558	GABRR1
DB03606	PDE4B
DB03583	CDK2
DB00653	CACNB1
DB00991	CYP2C9
DB00404	GABRA6
DB05232	SCN3A
DB03752	PTGS1
DB00201	RYR1
DB00227	UGT1A3
DB01630	MMP2
DB01159	CYP2A6
DB04725	CYP2C9
DB08897	BCHE
DB05282	AIFM1
DB08436	HSP90AA1
DB01411	TNF
DB00734	CYP3A5
DB01015	UGT1A9
DB00081	FCGR1A
DB00628	GABRA6
DB00603	HSD3B2
DB00557	CYP2D6
DB08073	PRKACA
DB02709	CYP1B1
DB06996	F2
DB01264	CYP3A4
DB01705	PRSS1
DB00036	F10
DB00648	CYP11B1
DB03226	HRAS
DB03963	TLR2
DB00997	NQO1
DB00842	GABRD
DB06016	HTR2A
DB02315	PDE2A
DB06218	SCN9A
DB06738	CYP2C8
DB01075	HRH1
DB01244	PDE1A
DB03147	ACOX1
DB01032	SLC22A8
DB01065	CYP2C19
DB02141	NOS3
DB01271	PLIN3
DB05367	EDNRA
DB05147	TUBA4A
DB04129	GRIA2
DB00045	TLR2
DB00201	PIK3CB
DB01852	UGT3A1
DB01058	CYP3A7
DB00818	GABRB2
DB00598	ADRA1D
DB00186	GABRP
DB04271	PDE4D
DB08147	PTPN1
DB03003	GSTP1
DB00298	ADRA1B
DB01215	GABRG3
DB08537	CDK2
DB01442	SLC18A1
DB08906	CYP3A4
DB00153	CYP2R1
DB04141	ETFDH
DB00334	GABRB2
DB06441	P2RY12
DB00300	CYP1A2
DB07534	CCNA2
DB08464	HSP90B1
DB07311	CHEK1
DB00568	CACNA1S
DB00058	ELANE
DB00917	PTGER3
DB08246	KIF11
DB00608	CYP3A5
DB00700	CYP3A7
DB05420	RRM1
DB06713	STS
DB07605	F10
DB01708	SULT2B1
DB04743	PTGS2
DB02010	MAPKAPK2
DB00748	CYP2D6
DB01435	CYP2C9
DB00434	HRH1
DB00005	C1QC
DB02296	REN
